id,usuario_id,restaurante_id,fecha,hora,invitados,estado,menu_id,pedido_id
19510,6544,177,2025-06-01,19:55:41,1,CANCELLED,146,7867
19511,1257,167,2025-06-01,19:51:23,3,ACTIVE,701,17845
19512,4845,134,2025-06-01,19:57:29,4,ACTIVE,88,19425
19513,4962,8,2025-06-01,19:51:03,5,CANCELLED,455,26897
19514,7951,168,2025-06-01,19:45:08,2,CANCELLED,212,9007
19515,3262,23,2025-06-01,19:45:00,3,CANCELLED,440,2504
19516,3167,120,2025-06-01,19:55:20,3,ACTIVE,294,1925
19517,3351,143,2025-06-01,19:56:08,7,CANCELLED,508,9885
19518,4537,196,2025-06-01,19:45:00,6,ACTIVE,94,25575
19519,3405,90,2025-06-01,19:53:17,2,CANCELLED,76,5462
19520,384,136,2025-06-01,19:54:06,4,ACTIVE,205,22429
19521,6002,32,2025-06-01,19:51:20,8,CANCELLED,492,2116
19522,4546,166,2025-06-01,19:49:09,4,CANCELLED,218,17387
19523,1189,156,2025-06-01,20:01:05,1,ACTIVE,683,5551
19524,1497,21,2025-06-01,19:58:59,5,CANCELLED,627,7126
19525,94,12,2025-06-01,19:51:03,7,ACTIVE,52,8177
19526,1212,81,2025-06-01,19:53:37,4,CANCELLED,660,1732
19527,3934,18,2025-06-01,19:46:14,7,CANCELLED,67,12345
19528,3083,179,2025-06-01,19:49:21,5,CANCELLED,667,19249
19529,5346,200,2025-06-01,19:53:03,3,ACTIVE,482,5447
19530,5605,187,2025-06-01,20:01:07,8,ACTIVE,101,22645
19531,6803,139,2025-06-01,19:44:54,5,ACTIVE,419,27171
19532,2298,121,2025-06-01,19:46:19,8,CANCELLED,797,4929
19533,2377,63,2025-06-01,19:56:26,5,CANCELLED,40,6647
19534,4361,179,2025-06-01,20:00:27,4,CANCELLED,199,16277
19535,2418,61,2025-06-01,19:51:55,6,CANCELLED,548,23253
19536,4617,89,2025-06-01,19:54:26,7,ACTIVE,400,7545
19537,1064,136,2025-06-01,19:48:09,2,ACTIVE,396,29497
19538,1097,162,2025-06-01,19:59:12,5,CANCELLED,575,27429
19539,7695,57,2025-06-01,19:54:11,4,CANCELLED,791,4501
19540,1625,9,2025-06-01,19:47:47,6,CANCELLED,127,14048
19541,7546,86,2025-06-01,19:57:42,6,ACTIVE,684,20699
19542,1027,15,2025-06-01,19:58:37,4,ACTIVE,243,23343
19543,2273,168,2025-06-01,19:47:21,7,CANCELLED,510,8559
19544,7034,65,2025-06-01,19:57:00,7,CANCELLED,689,14156
19545,7548,195,2025-06-01,20:01:11,8,ACTIVE,753,26294
19546,2014,200,2025-06-01,19:58:39,8,CANCELLED,623,14297
19547,7021,33,2025-06-01,19:49:58,7,CANCELLED,618,1021
19548,1174,195,2025-06-01,19:53:30,4,ACTIVE,339,6635
19549,1581,10,2025-06-01,19:45:25,5,ACTIVE,568,11722
19550,189,177,2025-06-01,19:46:17,3,CANCELLED,711,904
19551,1404,189,2025-06-01,19:46:28,2,CANCELLED,217,18528
19552,3683,132,2025-06-01,19:56:57,4,CANCELLED,206,18789
19553,4378,164,2025-06-01,19:48:24,7,ACTIVE,523,20759
19554,2786,59,2025-06-01,19:52:16,4,CANCELLED,121,13880
19555,1112,181,2025-06-01,19:50:13,8,ACTIVE,11,12411
19556,3010,126,2025-06-01,19:56:54,3,CANCELLED,155,1587
19557,2877,83,2025-06-01,19:55:34,5,ACTIVE,81,21923
19558,7020,45,2025-06-01,19:58:27,1,CANCELLED,59,24489
19559,7118,174,2025-06-01,19:59:29,3,ACTIVE,337,2683
19560,1231,172,2025-06-01,19:49:55,4,CANCELLED,330,6422
19561,7424,155,2025-06-01,19:59:10,5,ACTIVE,133,4829
19562,63,31,2025-06-01,20:00:18,5,ACTIVE,122,4074
19563,2362,108,2025-06-01,20:00:31,8,CANCELLED,749,29801
19564,330,190,2025-06-01,19:46:32,4,CANCELLED,282,9050
19565,3147,2,2025-06-01,19:50:21,5,CANCELLED,114,14721
19566,3936,54,2025-06-01,19:57:34,2,ACTIVE,177,15801
19567,7242,167,2025-06-01,20:00:25,7,ACTIVE,186,26513
19568,4824,166,2025-06-01,19:55:09,8,ACTIVE,499,29282
19569,1280,3,2025-06-01,19:59:22,4,CANCELLED,213,11468
19570,91,130,2025-06-01,20:00:13,2,ACTIVE,600,16940
19571,3697,27,2025-06-01,19:53:27,8,ACTIVE,510,11789
19572,6183,115,2025-06-01,20:00:24,1,ACTIVE,156,7343
19573,1883,163,2025-06-01,19:45:15,3,ACTIVE,428,968
19574,230,111,2025-06-01,19:47:11,3,CANCELLED,413,15308
19575,4440,130,2025-06-01,19:54:08,2,CANCELLED,674,29388
19576,1818,151,2025-06-01,19:54:22,8,CANCELLED,474,4679
19577,4923,38,2025-06-01,19:49:47,1,CANCELLED,580,19534
19578,4894,124,2025-06-01,19:53:37,4,CANCELLED,558,16447
19579,3211,156,2025-06-01,19:52:39,1,ACTIVE,474,16490
19580,813,18,2025-06-01,19:56:03,6,CANCELLED,112,7645
19581,5257,159,2025-06-01,19:44:52,4,CANCELLED,441,25149
19582,7422,29,2025-06-01,20:00:56,6,ACTIVE,77,4810
19583,461,121,2025-06-01,19:56:54,3,CANCELLED,532,9424
19584,1265,100,2025-06-01,19:58:42,2,ACTIVE,493,8226
19585,2397,173,2025-06-01,19:45:42,8,CANCELLED,703,23830
19586,2814,81,2025-06-01,19:49:24,7,CANCELLED,630,29480
19587,4093,149,2025-06-01,19:44:36,4,CANCELLED,530,7475
19588,3411,137,2025-06-01,19:54:43,3,ACTIVE,510,25602
19589,2904,175,2025-06-01,19:54:03,7,ACTIVE,771,11057
19590,425,125,2025-06-01,19:44:14,7,ACTIVE,157,1997
19591,4988,155,2025-06-01,19:58:16,7,ACTIVE,370,21686
19592,4431,30,2025-06-01,19:58:44,5,CANCELLED,69,11091
19593,7294,163,2025-06-01,19:56:28,4,ACTIVE,750,11761
19594,1504,21,2025-06-01,19:47:50,7,CANCELLED,775,24108
19595,6282,186,2025-06-01,19:50:26,1,CANCELLED,603,13176
19596,6272,163,2025-06-01,19:54:42,6,ACTIVE,207,6195
19597,3428,139,2025-06-01,19:48:53,3,CANCELLED,560,26015
19598,1169,185,2025-06-01,19:43:26,5,ACTIVE,698,24941
19599,2231,142,2025-06-01,19:48:40,8,ACTIVE,772,16136
19600,4276,140,2025-06-01,19:51:10,1,CANCELLED,190,3180
19601,4550,179,2025-06-01,19:47:46,7,ACTIVE,614,7865
19602,7706,88,2025-06-01,19:44:53,4,CANCELLED,602,12601
19603,2735,61,2025-06-01,19:57:42,7,ACTIVE,666,1289
19604,3726,1,2025-06-01,19:56:36,1,ACTIVE,767,17864
19605,5666,111,2025-06-01,19:55:35,6,ACTIVE,605,25712
19606,3664,115,2025-06-01,20:01:03,2,CANCELLED,647,28707
19607,4011,152,2025-06-01,19:54:06,1,ACTIVE,764,1157
19608,7898,163,2025-06-01,19:50:59,5,CANCELLED,37,10881
19609,3438,180,2025-06-01,19:53:06,6,CANCELLED,115,6810
19610,7857,18,2025-06-01,19:54:04,7,ACTIVE,368,15287
19611,5178,72,2025-06-01,19:59:59,8,CANCELLED,545,15912
19612,5096,103,2025-06-01,19:56:04,2,ACTIVE,206,10006
19613,4681,166,2025-06-01,19:43:22,3,CANCELLED,685,26965
19614,6164,65,2025-06-01,19:52:01,8,CANCELLED,251,5159
19615,957,123,2025-06-01,19:59:42,5,ACTIVE,88,29758
19616,2242,140,2025-06-01,19:54:25,5,CANCELLED,114,5287
19617,6394,59,2025-06-01,20:00:47,1,CANCELLED,593,13693
19618,2372,7,2025-06-01,19:56:10,7,CANCELLED,788,24863
19619,5816,23,2025-06-01,19:50:21,2,ACTIVE,358,15825
19620,3388,182,2025-06-01,19:50:03,6,CANCELLED,597,24013
19621,5033,188,2025-06-01,19:58:55,6,CANCELLED,421,7242
19622,1035,17,2025-06-01,19:59:50,2,CANCELLED,465,8302
19623,2648,199,2025-06-01,20:01:13,5,CANCELLED,730,15438
19624,6405,96,2025-06-01,19:45:36,2,CANCELLED,250,29723
19625,1472,186,2025-06-01,19:57:15,2,CANCELLED,219,5967
19626,5650,140,2025-06-01,19:53:12,3,CANCELLED,232,4814
19627,1402,172,2025-06-01,20:00:34,7,ACTIVE,459,3258
19628,3653,33,2025-06-01,19:48:39,3,ACTIVE,300,17581
19629,4061,134,2025-06-01,19:43:25,8,CANCELLED,630,24240
19630,410,166,2025-06-01,19:51:55,6,ACTIVE,266,5262
19631,5913,132,2025-06-01,19:52:33,6,CANCELLED,695,22887
19632,1394,9,2025-06-01,19:59:05,8,CANCELLED,717,7809
19633,369,87,2025-06-01,19:44:19,5,CANCELLED,575,20838
19634,7597,154,2025-06-01,19:44:29,4,ACTIVE,462,13279
19635,6772,49,2025-06-01,19:53:07,6,CANCELLED,379,27
19636,3082,130,2025-06-01,20:00:41,6,ACTIVE,69,29769
19637,2620,40,2025-06-01,19:52:25,7,ACTIVE,448,22312
19638,2974,4,2025-06-01,20:00:12,2,CANCELLED,272,5287
19639,6983,51,2025-06-01,19:58:58,6,CANCELLED,490,11192
19640,5038,97,2025-06-01,19:48:18,7,ACTIVE,462,14881
19641,7393,192,2025-06-01,19:48:18,2,ACTIVE,227,12082
19642,3402,157,2025-06-01,19:43:38,7,ACTIVE,23,22032
19643,5310,171,2025-06-01,19:50:17,7,ACTIVE,311,22960
19644,7847,115,2025-06-01,19:46:11,6,CANCELLED,226,3024
19645,6718,149,2025-06-01,19:45:33,3,ACTIVE,281,29440
19646,2802,165,2025-06-01,19:58:47,3,ACTIVE,323,20899
19647,2318,166,2025-06-01,19:47:51,8,ACTIVE,487,7620
19648,1377,8,2025-06-01,19:50:59,1,ACTIVE,524,6211
19649,1083,178,2025-06-01,19:55:40,3,ACTIVE,767,27121
19650,6374,164,2025-06-01,19:45:28,3,ACTIVE,333,4260
19651,7876,170,2025-06-01,19:46:02,2,CANCELLED,568,16167
19652,5810,125,2025-06-01,19:58:10,7,ACTIVE,420,25261
19653,2270,67,2025-06-01,19:49:46,8,CANCELLED,787,930
19654,5338,123,2025-06-01,19:51:37,2,CANCELLED,692,14265
19655,2347,95,2025-06-01,19:53:24,1,CANCELLED,736,28242
19656,5838,62,2025-06-01,19:58:14,4,CANCELLED,644,18801
19657,4452,8,2025-06-01,20:00:45,5,ACTIVE,576,12474
19658,7571,28,2025-06-01,19:47:10,2,ACTIVE,119,18244
19659,507,109,2025-06-01,19:52:59,2,CANCELLED,344,21598
19660,4110,36,2025-06-01,19:58:31,8,CANCELLED,470,15223
19661,2087,119,2025-06-01,19:48:33,6,CANCELLED,78,777
19662,7674,44,2025-06-01,19:46:01,1,CANCELLED,130,24631
19663,3347,63,2025-06-01,19:56:12,5,ACTIVE,773,24213
19664,5791,93,2025-06-01,19:46:35,7,CANCELLED,402,8897
19665,6156,120,2025-06-01,19:52:55,6,CANCELLED,344,9573
19666,7471,89,2025-06-01,19:48:50,7,CANCELLED,415,4511
19667,7298,88,2025-06-01,19:54:15,3,CANCELLED,109,616
19668,3442,115,2025-06-01,19:50:29,1,CANCELLED,434,27234
19669,4453,137,2025-06-01,19:56:46,4,ACTIVE,98,5244
19670,3116,143,2025-06-01,19:49:21,6,ACTIVE,297,16903
19671,1829,165,2025-06-01,19:54:59,2,CANCELLED,562,5426
19672,2216,136,2025-06-01,20:00:14,6,CANCELLED,648,21858
19673,7254,75,2025-06-01,19:51:47,3,CANCELLED,694,7965
19674,7976,115,2025-06-01,19:48:56,8,CANCELLED,743,26331
19675,6199,131,2025-06-01,19:53:46,6,CANCELLED,104,25485
19676,6121,55,2025-06-01,19:50:19,4,ACTIVE,9,1494
19677,7889,181,2025-06-01,19:45:12,4,CANCELLED,138,3414
19678,3039,107,2025-06-01,19:59:49,2,ACTIVE,9,8435
19679,2115,81,2025-06-01,19:52:07,8,CANCELLED,503,6828
19680,3262,174,2025-06-01,19:56:15,8,ACTIVE,420,4447
19681,841,146,2025-06-01,20:00:28,1,ACTIVE,798,13183
19682,6174,83,2025-06-01,19:56:08,2,CANCELLED,643,3481
19683,7564,4,2025-06-01,20:00:21,4,ACTIVE,570,15302
19684,6548,46,2025-06-01,19:53:07,2,CANCELLED,108,12110
19685,4169,159,2025-06-01,19:47:59,8,CANCELLED,504,21240
19686,5052,98,2025-06-01,19:57:51,6,CANCELLED,450,16086
19687,1096,168,2025-06-01,19:59:02,8,CANCELLED,538,7187
19688,2030,195,2025-06-01,19:45:32,1,ACTIVE,227,26915
19689,212,150,2025-06-01,19:52:37,5,ACTIVE,786,19771
19690,2143,119,2025-06-01,19:56:50,7,ACTIVE,481,13630
19691,5100,50,2025-06-01,19:49:32,1,ACTIVE,63,20924
19692,2746,98,2025-06-01,19:59:28,2,CANCELLED,394,21339
19693,3306,167,2025-06-01,19:43:14,7,CANCELLED,289,16715
19694,4265,139,2025-06-01,19:55:27,7,CANCELLED,509,25982
19695,3556,70,2025-06-01,19:47:37,2,ACTIVE,476,21339
19696,7495,51,2025-06-01,19:46:46,5,ACTIVE,191,20823
19697,7278,127,2025-06-01,19:44:36,4,ACTIVE,44,367
19698,5606,142,2025-06-01,19:44:12,8,CANCELLED,86,26976
19699,7370,81,2025-06-01,19:53:42,5,ACTIVE,646,26121
19700,7104,111,2025-06-01,19:57:51,8,ACTIVE,633,5306
19701,5411,1,2025-06-01,20:01:07,6,CANCELLED,398,17605
19702,2426,176,2025-06-01,19:49:01,2,ACTIVE,223,24281
19703,5931,50,2025-06-01,19:44:32,4,CANCELLED,438,5382
19704,7997,99,2025-06-01,19:45:37,7,ACTIVE,224,28164
19705,2779,123,2025-06-01,19:56:03,1,CANCELLED,783,11577
19706,575,70,2025-06-01,19:44:31,1,CANCELLED,529,8357
19707,5671,135,2025-06-01,19:55:45,1,CANCELLED,210,9511
19708,4917,120,2025-06-01,19:45:15,5,CANCELLED,547,13545
19709,5677,157,2025-06-01,19:47:47,4,CANCELLED,775,4809
19710,2937,72,2025-06-01,19:49:50,2,CANCELLED,35,27920
19711,7667,117,2025-06-01,19:57:32,7,ACTIVE,321,21824
19712,6409,14,2025-06-01,19:57:40,7,CANCELLED,138,16574
19713,7279,175,2025-06-01,20:00:46,1,ACTIVE,716,599
19714,3444,133,2025-06-01,19:53:04,4,CANCELLED,103,16286
19715,7265,174,2025-06-01,20:00:09,2,CANCELLED,576,12639
19716,927,148,2025-06-01,19:43:17,8,ACTIVE,470,26881
19717,3826,102,2025-06-01,19:45:19,4,CANCELLED,367,22751
19718,168,130,2025-06-01,19:45:16,6,CANCELLED,510,28894
19719,1843,179,2025-06-01,19:55:16,6,CANCELLED,77,27257
19720,380,66,2025-06-01,20:00:48,4,ACTIVE,708,24814
19721,2591,144,2025-06-01,19:54:47,5,ACTIVE,762,14690
19722,7652,49,2025-06-01,19:55:28,4,ACTIVE,422,16278
19723,6237,33,2025-06-01,19:45:16,1,ACTIVE,167,24318
19724,577,196,2025-06-01,19:50:05,2,CANCELLED,289,15888
19725,711,138,2025-06-01,19:48:37,5,CANCELLED,581,16299
19726,341,20,2025-06-01,19:59:20,4,ACTIVE,704,19907
19727,3837,16,2025-06-01,20:00:47,8,CANCELLED,529,19573
19728,3377,25,2025-06-01,20:00:31,2,ACTIVE,156,26769
19729,6369,197,2025-06-01,19:52:27,7,CANCELLED,26,28791
19730,7458,46,2025-06-01,19:52:04,5,ACTIVE,725,26122
19731,80,96,2025-06-01,19:59:57,2,CANCELLED,111,26366
19732,968,180,2025-06-01,19:46:19,5,ACTIVE,662,12595
19733,4328,150,2025-06-01,19:46:49,3,ACTIVE,756,16201
19734,4967,162,2025-06-01,19:44:20,7,CANCELLED,218,7146
19735,6559,70,2025-06-01,19:49:45,5,ACTIVE,189,8406
19736,5972,24,2025-06-01,19:56:02,5,ACTIVE,509,9860
19737,2990,54,2025-06-01,19:43:18,4,ACTIVE,128,29901
19738,3516,112,2025-06-01,19:53:22,6,ACTIVE,71,28063
19739,6243,98,2025-06-01,19:47:36,5,CANCELLED,537,12723
19740,3018,127,2025-06-01,19:47:23,1,ACTIVE,658,15116
19741,6330,137,2025-06-01,19:46:25,4,CANCELLED,398,7700
19742,1374,173,2025-06-01,19:47:24,8,ACTIVE,416,2739
19743,3834,47,2025-06-01,19:45:56,6,CANCELLED,34,11337
19744,1510,46,2025-06-01,19:50:59,1,ACTIVE,101,2297
19745,3510,163,2025-06-01,19:56:30,1,ACTIVE,455,28365
19746,5442,151,2025-06-01,19:49:19,1,ACTIVE,396,761
19747,7477,46,2025-06-01,19:59:24,7,ACTIVE,47,89
19748,5387,100,2025-06-01,19:48:10,1,CANCELLED,798,22335
19749,1737,168,2025-06-01,20:00:57,4,ACTIVE,64,20707
19750,3847,83,2025-06-01,19:56:53,6,ACTIVE,49,26734
19751,5357,198,2025-06-01,19:45:03,6,CANCELLED,306,1743
19752,7148,58,2025-06-01,19:54:13,8,ACTIVE,667,17405
19753,2322,5,2025-06-01,19:50:42,6,ACTIVE,249,4086
19754,4560,126,2025-06-01,19:57:14,3,CANCELLED,691,25808
19755,4268,63,2025-06-01,19:50:36,4,CANCELLED,637,9051
19756,2363,27,2025-06-01,19:59:20,7,ACTIVE,148,13638
19757,5199,91,2025-06-01,19:56:31,5,ACTIVE,225,4457
19758,3188,112,2025-06-01,19:50:52,6,ACTIVE,353,3040
19759,5732,92,2025-06-01,19:56:45,7,CANCELLED,160,21546
19760,5730,135,2025-06-01,19:59:15,5,ACTIVE,264,25005
19761,7324,95,2025-06-01,19:48:02,7,CANCELLED,765,26801
19762,4562,107,2025-06-01,19:44:49,2,CANCELLED,331,5764
19763,3267,66,2025-06-01,19:58:21,6,CANCELLED,314,13858
19764,3882,138,2025-06-01,19:59:21,3,CANCELLED,216,3078
19765,923,115,2025-06-01,19:56:09,6,CANCELLED,392,18647
19766,1985,125,2025-06-01,19:50:06,7,CANCELLED,692,13419
19767,6960,188,2025-06-01,19:49:45,1,CANCELLED,320,16980
19768,85,48,2025-06-01,19:54:42,4,CANCELLED,13,15069
19769,6332,31,2025-06-01,20:00:59,5,CANCELLED,350,2847
19770,1633,38,2025-06-01,19:46:29,6,CANCELLED,382,19114
19771,4986,197,2025-06-01,19:43:40,2,ACTIVE,174,16660
19772,7487,176,2025-06-01,19:49:47,8,ACTIVE,18,1233
19773,775,191,2025-06-01,19:53:48,5,ACTIVE,426,9532
19774,1510,123,2025-06-01,19:59:01,2,CANCELLED,707,25377
19775,952,136,2025-06-01,20:00:54,4,CANCELLED,75,27030
19776,884,3,2025-06-01,19:49:25,4,CANCELLED,766,12434
19777,3173,192,2025-06-01,19:51:02,1,ACTIVE,548,13165
19778,7599,157,2025-06-01,19:52:41,6,ACTIVE,517,19497
19779,1929,180,2025-06-01,19:45:16,5,ACTIVE,32,6710
19780,1251,195,2025-06-01,19:51:49,8,CANCELLED,259,16187
19781,5987,156,2025-06-01,19:45:44,2,CANCELLED,252,25911
19782,6205,125,2025-06-01,19:56:43,1,ACTIVE,789,24943
19783,5501,35,2025-06-01,19:43:18,6,CANCELLED,219,24006
19784,6802,9,2025-06-01,19:52:19,5,ACTIVE,116,7571
19785,3157,113,2025-06-01,19:52:03,8,ACTIVE,495,17488
19786,4644,67,2025-06-01,19:45:58,1,ACTIVE,84,14094
19787,2587,2,2025-06-01,19:54:00,5,ACTIVE,8,23321
19788,817,55,2025-06-01,19:55:22,3,ACTIVE,451,19261
19789,543,54,2025-06-01,19:44:39,6,ACTIVE,488,1467
19790,6450,38,2025-06-01,19:55:08,6,ACTIVE,483,16617
19791,6979,38,2025-06-01,19:59:33,4,ACTIVE,654,2847
19792,6434,22,2025-06-01,19:59:17,4,CANCELLED,141,20759
19793,3358,22,2025-06-01,19:46:29,5,ACTIVE,135,4132
19794,2047,59,2025-06-01,19:46:52,1,CANCELLED,742,19161
19795,2803,193,2025-06-01,19:59:16,8,ACTIVE,459,28477
19796,1007,85,2025-06-01,19:50:48,5,CANCELLED,572,29609
19797,1115,189,2025-06-01,19:55:41,3,ACTIVE,415,2894
19798,5813,82,2025-06-01,19:47:26,2,ACTIVE,555,28911
19799,106,71,2025-06-01,19:47:49,5,CANCELLED,443,5740
19800,7922,39,2025-06-01,19:45:39,2,ACTIVE,561,14281
19801,6245,124,2025-06-01,19:57:36,8,ACTIVE,448,23179
19802,4536,65,2025-06-01,19:47:05,4,CANCELLED,689,196
19803,338,103,2025-06-01,19:58:26,1,CANCELLED,742,25341
19804,5093,169,2025-06-01,20:00:22,3,CANCELLED,274,12908
19805,1550,132,2025-06-01,19:51:20,5,ACTIVE,195,28159
19806,3546,35,2025-06-01,19:48:41,4,CANCELLED,418,27632
19807,3923,112,2025-06-01,19:55:59,7,CANCELLED,662,16210
19808,5365,12,2025-06-01,19:54:56,5,ACTIVE,478,6996
19809,5343,158,2025-06-01,20:00:18,1,ACTIVE,356,24744
19810,3508,42,2025-06-01,19:53:16,7,ACTIVE,131,17668
19811,3604,144,2025-06-01,19:49:59,2,ACTIVE,58,25673
19812,956,153,2025-06-01,19:58:04,7,CANCELLED,387,25706
19813,6806,192,2025-06-01,19:58:38,7,CANCELLED,632,13261
19814,5679,126,2025-06-01,19:52:41,3,ACTIVE,342,29440
19815,2540,12,2025-06-01,20:00:07,6,CANCELLED,459,14454
19816,2707,94,2025-06-01,19:56:21,3,CANCELLED,309,1299
19817,5102,136,2025-06-01,19:58:07,2,ACTIVE,430,15853
19818,5593,116,2025-06-01,19:51:31,1,ACTIVE,87,5929
19819,2100,74,2025-06-01,20:00:18,3,CANCELLED,244,11963
19820,6442,169,2025-06-01,19:56:11,6,CANCELLED,223,27884
19821,3724,82,2025-06-01,19:52:04,7,ACTIVE,531,14972
19822,1824,93,2025-06-01,19:53:17,2,ACTIVE,185,15776
19823,5573,4,2025-06-01,20:00:35,5,CANCELLED,534,15317
19824,7551,183,2025-06-01,19:58:32,1,CANCELLED,660,17971
19825,1142,184,2025-06-01,19:52:07,7,CANCELLED,661,21939
19826,557,146,2025-06-01,19:53:36,2,ACTIVE,604,19614
19827,4889,71,2025-06-01,19:51:13,5,CANCELLED,435,8966
19828,5758,173,2025-06-01,19:46:18,3,ACTIVE,12,6416
19829,3372,14,2025-06-01,19:57:33,4,ACTIVE,628,19623
19830,3847,94,2025-06-01,19:54:29,7,ACTIVE,534,10651
19831,6206,44,2025-06-01,19:59:47,4,CANCELLED,252,14537
19832,6911,161,2025-06-01,20:00:15,8,ACTIVE,407,15049
19833,4726,86,2025-06-01,19:55:42,2,CANCELLED,345,5381
19834,7341,66,2025-06-01,19:45:29,4,ACTIVE,753,24372
19835,217,70,2025-06-01,19:47:41,4,ACTIVE,147,26300
19836,6971,68,2025-06-01,19:52:22,3,CANCELLED,263,26761
19837,5583,139,2025-06-01,19:56:57,5,ACTIVE,19,23184
19838,5531,125,2025-06-01,19:46:56,5,CANCELLED,674,17406
19839,6864,124,2025-06-01,19:56:45,3,ACTIVE,41,3622
19840,386,37,2025-06-01,19:55:30,4,ACTIVE,145,4278
19841,3047,156,2025-06-01,19:59:54,1,CANCELLED,632,3434
19842,2755,26,2025-06-01,19:58:02,3,ACTIVE,631,26592
19843,1306,97,2025-06-01,19:58:51,3,ACTIVE,370,6968
19844,2563,1,2025-06-01,19:58:29,5,CANCELLED,571,7910
19845,6881,159,2025-06-01,19:52:11,3,ACTIVE,612,26172
19846,1351,40,2025-06-01,19:54:41,4,CANCELLED,486,9378
19847,5,96,2025-06-01,19:47:27,8,CANCELLED,576,14653
19848,6744,6,2025-06-01,19:58:16,4,CANCELLED,606,15444
19849,6163,197,2025-06-01,19:55:36,5,ACTIVE,106,10107
19850,3556,121,2025-06-01,19:45:26,3,CANCELLED,750,29325
19851,4526,111,2025-06-01,19:53:30,4,ACTIVE,597,1899
19852,7050,18,2025-06-01,19:56:30,6,CANCELLED,591,7392
19853,2610,64,2025-06-01,19:51:53,8,ACTIVE,84,9489
19854,7910,189,2025-06-01,19:46:55,7,ACTIVE,195,6146
19855,256,12,2025-06-01,19:50:23,4,ACTIVE,43,10789
19856,7155,77,2025-06-01,19:50:14,1,CANCELLED,452,20744
19857,610,4,2025-06-01,19:54:26,5,ACTIVE,405,5651
19858,3843,88,2025-06-01,19:52:23,2,CANCELLED,398,24544
19859,5752,162,2025-06-01,19:50:06,4,ACTIVE,389,2388
19860,7671,105,2025-06-01,19:58:18,2,ACTIVE,776,16372
19861,3001,128,2025-06-01,20:01:13,2,CANCELLED,272,26443
19862,4724,32,2025-06-01,19:44:23,2,ACTIVE,28,7109
19863,2688,128,2025-06-01,19:43:17,7,ACTIVE,154,15843
19864,1307,149,2025-06-01,20:00:57,7,ACTIVE,328,9289
19865,2788,134,2025-06-01,19:46:52,2,CANCELLED,516,2248
19866,5223,73,2025-06-01,19:58:09,1,ACTIVE,507,7334
19867,4845,49,2025-06-01,19:45:42,1,ACTIVE,329,4949
19868,3741,185,2025-06-01,19:46:30,4,CANCELLED,431,732
19869,4792,76,2025-06-01,19:51:51,1,CANCELLED,509,25402
19870,5376,25,2025-06-01,19:50:40,8,CANCELLED,376,18522
19871,3642,115,2025-06-01,19:47:27,5,ACTIVE,163,15217
19872,884,186,2025-06-01,19:48:52,4,ACTIVE,356,13137
19873,6644,87,2025-06-01,19:49:10,4,CANCELLED,336,11928
19874,3949,83,2025-06-01,19:44:36,1,CANCELLED,306,7163
19875,5140,29,2025-06-01,19:45:57,7,ACTIVE,143,8840
19876,4419,169,2025-06-01,19:58:47,2,ACTIVE,318,650
19877,7769,133,2025-06-01,19:53:03,4,CANCELLED,296,22059
19878,6132,92,2025-06-01,19:58:47,5,CANCELLED,175,24493
19879,1166,9,2025-06-01,19:52:40,4,CANCELLED,545,887
19880,2972,17,2025-06-01,19:55:24,2,CANCELLED,62,9598
19881,4984,64,2025-06-01,19:44:09,3,CANCELLED,75,95
19882,5369,166,2025-06-01,19:59:17,5,CANCELLED,480,4172
19883,1063,52,2025-06-01,19:58:32,7,ACTIVE,700,2079
19884,1310,67,2025-06-01,19:56:51,5,CANCELLED,384,23045
19885,3859,160,2025-06-01,19:52:38,7,ACTIVE,423,9074
19886,7432,200,2025-06-01,19:45:54,8,ACTIVE,106,28558
19887,5389,126,2025-06-01,20:00:09,7,ACTIVE,596,8134
19888,393,40,2025-06-01,19:44:51,8,ACTIVE,261,3973
19889,2466,195,2025-06-01,19:46:28,2,CANCELLED,329,24540
19890,4782,129,2025-06-01,19:55:22,8,CANCELLED,25,8287
19891,6299,135,2025-06-01,19:48:39,3,CANCELLED,577,9975
19892,5147,112,2025-06-01,19:48:53,8,CANCELLED,25,8156
19893,689,116,2025-06-01,19:54:35,6,ACTIVE,485,20262
19894,19,73,2025-06-01,19:59:49,3,CANCELLED,336,6131
19895,5170,108,2025-06-01,19:57:48,3,CANCELLED,430,129
19896,5728,106,2025-06-01,19:53:20,1,CANCELLED,523,25526
19897,7241,27,2025-06-01,19:52:35,3,CANCELLED,731,19008
19898,649,6,2025-06-01,19:56:54,2,ACTIVE,670,5139
19899,7948,9,2025-06-01,19:44:02,7,ACTIVE,494,241
19900,1684,113,2025-06-01,19:49:29,4,CANCELLED,606,18402
19901,324,62,2025-06-01,19:56:27,4,CANCELLED,51,5808
19902,3024,78,2025-06-01,19:45:55,2,ACTIVE,41,19746
19903,4240,95,2025-06-01,19:58:10,7,CANCELLED,92,23073
19904,3352,102,2025-06-01,19:51:10,6,CANCELLED,62,13279
19905,6958,198,2025-06-01,19:57:47,1,CANCELLED,91,23696
19906,2368,65,2025-06-01,19:49:02,1,ACTIVE,412,7806
19907,5463,93,2025-06-01,19:51:25,7,CANCELLED,178,1116
19908,4405,71,2025-06-01,19:56:48,7,CANCELLED,303,17675
19909,4395,149,2025-06-01,20:00:21,3,ACTIVE,5,2654
